,Song Name,Song id,Notes,Difficulty,Level,4.5/7s,6/9s,7.5/11s,7.5/12s
468,TAKAMARI☆\nCLIMAXXX!!!!!,388,1000,LEGACY,30,0.6452482269503562,0.6561702127659584,0.6570212765957458,0.5971631205673775
469,COLORS,828,573,MASTER,25,0.6183704033765298,0.636936368249724,0.6400306957285897,0.5833426163157699
470,モザイクカケラ,829,727,MASTER,26,0.6582965065800388,0.6687348181099841,0.6720516647643588,0.619664998487908
471,空想探査計画,396,559,MASTER,25,0.6484477093086686,0.6545376114896148,0.6662099240030952,0.6422309341656196
472,ミラーボール・ラブ,397,685,MASTER,26,0.613345757622818,0.6750530620696796,0.6988662835844087,0.6115856499456432
473,O2,830,699,MASTER,27,0.6329203827149212,0.6495601619334606,0.6673160239044623,0.6214551689850746
474,Revive,831,438,MASTER,25,0.6504420479937829,0.6716538748016457,0.7079244794196707,0.6067230156416985
475,ニャンと☆\nスペクタクル,204,809,MASTER,27,0.6388238697630391,0.672049373624737,0.6697700514600826,0.5951660836861908
476,EZ DO DANCE,832,654,MASTER,25,0.6641074023467147,0.6680113648686739,0.6671438176415717,0.6192118333441767
477,Secret Daybreak,398,585,MASTER,26,0.6215675577377695,0.6045947748075402,0.6928532460447343,0.6256895193065403
478,Stage Bye Stage,389,807,MASTER+,28,0.6426041639203093,0.6533259511191982,0.6840851766897817,0.6157996959230848
479,To my darling...,83,700,MASTER+,27,0.6258358662613976,0.6499493414387029,0.6392097264437685,0.6026342451874355
480,バベル,390,1144,MASTER+,31,0.6387318355403474,0.6599960323364591,0.6726429598770036,0.6082924168030568
481,こいかぜ,86,756,MASTER+,29,0.6286352208338026,0.6422379826635163,0.6148448347029908,0.5697211902885657
482,青空エール,387,925,MASTER+,28,0.6320874065554923,0.6612229250527141,0.6846080122675878,0.6243434924286002
483,みんなのきもち,84,892,MASTER+,28,0.6310625576439928,0.6452151512260297,0.653325064402253,0.5782686130458294
484,Stage Bye Stage,389,775,LEGACY,28,0.6436970944863889,0.653397391901168,0.6798444291924065,0.61770761839396
485,バベル,390,1141,LEGACY,31,0.6378006103890466,0.6616691840552967,0.671987369546436,0.6099539411117552
486,青空エール,387,905,LEGACY,28,0.6331256612201724,0.6574193801183357,0.6714470436111447,0.630539555660046
487,Sun! High! Gold!,399,761,MASTER,27,0.6018583237807671,0.6449147724625129,0.6526500219010085,0.5932843123549643
488,もりのくにから,96,658,MASTER,26,0.6654594839293789,0.6151242751514356,0.6848606350643465,0.6136152967298272
489,ギュっとMilky Way,400,713,MASTER,26,0.6243720967244583,0.6614743417584281,0.6906190007261307,0.6470512170133191
490,夢をのぞいたら\n（for BEST3 VERSION）,406,714,MASTER,26,0.6289608041798278,0.6879631285138178,0.6538927627788702,0.5967777181794691
491,SUPERLOVE☆,205,708,MASTER,26,0.6479144127899987,0.6511199262731903,0.6833754056978012,0.5963256801698912
492,WHITE BREATH,833,814,MASTER,27,0.6105912488891224,0.6340286127520187,0.6692282224197132,0.5597957725617304
493,幸せの法則 \n～ルール～,403,520,MASTER,25,0.672394980905619,0.6764866339334423,0.6804418985270048,0.6331151118385159
494,TRUE COLORS,393,841,MASTER+,29,0.6384665334244116,0.6279252156753629,0.6490921817154529,0.5879525387709675
495,追い風Running,87,816,MASTER+,29,0.6402968989014055,0.6519434014740659,0.6866221665971364,0.6255214851898226
496,夏恋 -NATSU KOI-,391,868,MASTER+,28,0.6684478870477512,0.6596234924992662,0.6436905578978346,0.5880478478282201
497,One Life,88,923,MASTER+,29,0.6535887446885358,0.6713384507810652,0.6558939013239301,0.6021069131647506
498,comic cosmic,392,999,MASTER+,29,0.655052215335905,0.6581049134240635,0.6429834089408573,0.6319794972277251
499,lilac time,85,805,MASTER+,28,0.6567111580987635,0.6738910180168292,0.7042861547949449,0.6101933835513864
500,TRUE COLORS,393,795,LEGACY,29,0.6332128997725159,0.627325036799145,0.6367813015745584,0.5868236763459562
501,夏恋 -NATSU KOI-,391,868,LEGACY,28,0.6684478870477512,0.6596234924992662,0.6436905578978346,0.5880478478282201
502,comic cosmic,392,972,LEGACY,29,0.6514315734173908,0.661427779237079,0.6314391617780127,0.6339199719814386
503,学園天国,834,702,MASTER,25,0.61607160897941,0.6520377442363251,0.6681012709381511,0.5957648865450272
504,STAR,835,506,MASTER,24,0.6360552799035689,0.6730580551117091,0.6385781963950329,0.6081630364701597
505,Unlock Starbeat,404,624,MASTER,26,0.6099972722313143,0.714334424440808,0.6343198763411521,0.5866975813784315
506,印象,405,434,MASTER,24,0.6299637219335233,0.6677125208353766,0.6603588587116388,0.5918880936039485
507,NUDIE★,206,838,MASTER,27,0.6150239509808912,0.6324582338902165,0.6538702415409886,0.6283112442661536
508,ステップ＆スキップ,394,795,MASTER+,29,0.6422231143226738,0.6699674383335581,0.6556938311253862,0.6211695436906213
509,楽園,90,764,MASTER+,28,0.6334707214733964,0.6606698600126264,0.6825776985629955,0.5935538969960271
510,ミラーボール・ラブ,397,969,MASTER+,29,0.64063998126313,0.665817652182188,0.6855791962174954,0.6131933923252035
511,Last Kiss,91,832,MASTER+,28,0.6578184669939999,0.6509138025095486,0.660205264593564,0.6117873704309885
512,Gossip Club,395,1290,MASTER+,31,0.6473143108472165,0.6417615042058393,0.6665567100995118,0.6121831876408829
513,祈りの花,89,842,MASTER+,30,0.6179983490844175,0.6818449823958506,0.627263691649401,0.58396927275484
514,ステップ＆スキップ,394,788,LEGACY,29,0.6351477841379569,0.6748388954890752,0.6503582100298825,0.6166972675234924
515,ミラーボール・ラブ,397,954,LEGACY,29,0.6365136714394055,0.6626076096168442,0.6844640706543572,0.6116092005293147
516,Gossip Club,395,1290,LEGACY,31,0.6473143108472165,0.6417615042058393,0.6665567100995118,0.6121831876408829
517,Gaze and Gaze,407,711,MASTER,26,0.6445820989316818,0.6490708322111495,0.640492364165944,0.6080737349253369
518,Butter-Fly,836,721,MASTER,26,0.6197066721751706,0.6589547614129321,0.6530527931065014,0.589704999950816
519,I wish,838,588,MASTER,25,0.6362474067641235,0.6649539248323436,0.6801514932214011,0.6038018044097068
520,空と風と恋のワルツ,207,655,MASTER,26,0.6507498240485071,0.6624438308700115,0.6632017757565905,0.5891397325537322
521,輝け ! \nビートシューター,408,652,MASTER,25,0.625244746116694,0.6377539920811022,0.6529826393421212,0.6182830787973711
522,brave heart,837,549,MASTER,25,0.6381686883954055,0.6729191696056009,0.6465656448216611,0.6078104613158672
523,離れていても,839,630,MASTER,26,0.6477541371158383,0.6534954407294821,0.6602499155690634,0.610942249240121
524,Great Journey,409,826,MASTER,27,0.6270499544931584,0.6147716930262923,0.6869816083663914,0.5830027647553809
525,OTAHEN アンセム,100,797,MASTER,26,0.5885545974710139,0.6410564439342585,0.6636589337675873,0.626195751799747
526,ギュっとMilky Way,400,886,MASTER+,28,0.6390182988329101,0.6618318044282232,0.6901685797992431,0.6414997678625757
527,谷の底で咲く花は,93,857,MASTER+,28,0.6255534314820801,0.6635384857287104,0.6344083351953472,0.5996507692180397
528,Secret Daybreak,398,881,MASTER+,29,0.6362048284911581,0.6301672020028832,0.6954540697627628,0.6214730198597671
529,もりのくにから,96,873,MASTER+,28,0.6332610302779215,0.6366730845783278,0.6477216413605991,0.581024103726452
530,空想探査計画,396,806,MASTER+,28,0.6418175738697369,0.6526406560723669,0.6854618728331854,0.6360980588846084
531,おんなの道は星の道,92,900,MASTER+,28,0.6219070133963773,0.6657998423955892,0.68132387706856,0.5968479117415307
532,ギュっとMilky Way,400,872,LEGACY,28,0.6359392283167423,0.6563536990044915,0.6870974038649248,0.6369152189472325
533,Secret Daybreak,398,870,LEGACY,29,0.6400913018667985,0.6253362680361958,0.6925083557512036,0.6227276432705643
534,空想探査計画,396,764,LEGACY,28,0.6455385986409725,0.6454457688166072,0.6854554231183411,0.6380193828673288
535,見上げてごらん\n夜の星を,840,356,MASTER,20,0.6454697585464977,0.6679815124711137,0.6922862379472471,0.6408877201370624
536,Lost Princess,841,691,MASTER,26,0.6236208188358936,0.6430191622789463,0.6606726811795014,0.6241340025248625
537,Connecting \nHappy!!,842,715,MASTER,27,0.633437484501314,0.6372067648663393,0.6012002182214944,0.625998115359818
538,春恋フレーム,101,695,MASTER,26,0.6411551609776007,0.684524720649013,0.6458492780243882,0.6119699984693083
539,Athanasia,410,635,MASTER,26,0.636845926174121,0.6539342156698487,0.6671134193332204,0.6319316468420162
540,Sing the \nPrologue♪,421,549,MASTER,25,0.627833972793861,0.6411399191308503,0.6238292704982621,0.6109108759963309
541,オタク is LOVE!,411,686,MASTER,25,0.6555631371089468,0.6662117734631843,0.6884395095424197,0.5983913322167765
542,あらかねの器,99,757,MASTER,27,0.6505710297272749,0.6450434244919766,0.690763277963594,0.5930464599904436
543,不埒なCANVAS,412,736,MASTER,26,0.6305889608387301,0.6247109158186865,0.6705789392537788,0.6252890841813136
544,夢をのぞいたら\n（for BEST3 VERSION）,406,800,MASTER+,29,0.6366134751773064,0.6739361702127674,0.652659574468086,0.6251773049645397
545,Unlock Starbeat,404,934,MASTER+,30,0.6417148845049897,0.6962352119306893,0.6329065864807826,0.5927377101462498
546,Sun! High! Gold!,399,998,MASTER+,30,0.6125015989425673,0.6441251296920092,0.660043491237796,0.5727767591921438
547,夢をのぞいたら\n（for BEST3 VERSION）,406,794,LEGACY,29,0.6339210747271213,0.6731336084463275,0.6514282651803429,0.6254354467013246
548,Unlock Starbeat,404,893,LEGACY,29,0.6444926258607144,0.6880147403365829,0.6378213528388663,0.5901694026828064
549,Sun! High! Gold!,399,997,LEGACY,30,0.6166727131749873,0.6408587464521235,0.6597096253298916,0.5718574162202928
550,OVER THE SKY,843,580,MASTER,25,0.6561506480802145,0.6061384201516257,0.6535827830765464,0.6153093665932987
551,ほほえみDiary,413,634,MASTER,26,0.6599995525426754,0.666040226413405,0.6697317493344062,0.5901962100364669
552,Claw My Heart,98,782,MASTER,27,0.6110899493932643,0.6480927246014058,0.7006040158894287,0.593223413324627
553,幸せの法則 \n～ルール～,403,779,MASTER+,28,0.645763344531543,0.643214158905309,0.6823623667367708,0.6352934749952217
554,Treasure☆,322,931,MASTER+,29,0.6260331680264506,0.6709783577484763,0.6404308643950314,0.5848968926876482
555,Gaze and Gaze,407,988,MASTER+,30,0.6815114709851567,0.630975966922217,0.6446148103482942,0.567591236684183
556,キミとボクのミライ,801,919,MASTER+,29,0.6278023445157025,0.6786593506663899,0.6878429375130246,0.603647195919093
557,輝け ! \nビートシューター,408,993,MASTER+,29,0.6254419232499852,0.6665809603393984,0.6721518716119231,0.6107290037353688
558,エンジェル ドリーム,802,998,MASTER+,29,0.6521553745789462,0.6724797111954411,0.6414246933583491,0.603476456459018
559,幸せの法則 \n～ルール～,403,764,LEGACY,28,0.6486948126694156,0.6399688091790147,0.6822992090898979,0.6302216776205867
560,Gaze and Gaze,407,978,LEGACY,30,0.6802854283600938,0.6323514481718387,0.6473625433291287,0.5713643417598527
561,輝け ! \nビートシューター,408,996,LEGACY,29,0.6255518528012773,0.6664245635022373,0.6721923153607351,0.606397220086019
562,鳥の詩,844,521,MASTER,25,0.6664760893535344,0.6614394032207563,0.6796803746205466,0.6230516872898547
563,アルカテイル,845,630,MASTER,25,0.6485421591804563,0.6498930541483724,0.6552966340200369,0.5965327029156805
564,私色のプレリュード,102,404,MASTER,22,0.6555017203848048,0.6454954006038901,0.62794045361983,0.5844041850993609
565,時を刻む唄,846,497,MASTER,25,0.6355865690597485,0.6472879832184597,0.6795382222412486,0.5897798136335749
566,"My Soul, \nYour Beats!",847,646,MASTER,26,0.6314911182838191,0.6851766462464043,0.6649759567880895,0.6169993193245932
567,オウムアムアに幸運を,416,708,MASTER,26,0.6338902913010384,0.6843771286612985,0.6745602436190251,0.6061425652121639
568,Sparkling Girl,208,745,MASTER,27,0.638297872340427,0.6609548288828605,0.6478176019801047,0.5533818839544948
569,太陽の絵の具箱,417,416,MASTER,24,0.6062465902891438,0.67069012547736,0.6468221494817245,0.6053941625750137
570,Joker,415,644,MASTER,26,0.5999735694462792,0.683670322893264,0.6912691070877929,0.5779481080128621
571,印象,405,657,MASTER+,27,0.6378660794283051,0.6447747660222147,0.6834202316568965,0.610339281280697
572,はにかみdays,201,804,MASTER+,28,0.6517942203874257,0.6402385236935906,0.6517942203874261,0.5741681662608941
573,オタク is LOVE!,411,998,MASTER+,29,0.6473230148239758,0.6399323469634314,0.690672124390626,0.5985730325900045
574,AnemoneStar,202,791,MASTER+,28,0.631752606898532,0.6561404452573742,0.6344424420116394,0.6113098600389141
575,Great Journey,409,1162,MASTER+,31,0.6313399494635089,0.6469647587309737,0.6474530340205822,0.571098985608087
576,ステップ !,203,910,MASTER+,28,0.6340113786922315,0.6180344478216829,0.6549762294443159,0.5951211908658733
577,印象,405,629,LEGACY,27,0.6419059860862103,0.6461906211593309,0.6803549481897406,0.6099967301469171
578,オタク is LOVE!,411,998,LEGACY,29,0.6473230148239758,0.6399323469634314,0.690672124390626,0.5985730325900045
579,Great Journey,409,1159,LEGACY,31,0.6327905567896035,0.6460081141115795,0.6480274631468815,0.5700071595102173
580,スカイクラッドの\n観測者,848,559,MASTER,25,0.6417234423172078,0.6799122039102237,0.6495895659675963,0.6527613900201724
581,Hacking to \nthe Gate,849,697,MASTER,26,0.6555959176613038,0.6392136512103539,0.6799149343183052,0.629852356095525
582,ヒーローヴァーサス\nレイナンジョー,418,765,MASTER,26,0.6652760394938131,0.6778843925276977,0.6608260325406775,0.6153988782274138
583,世界滅亡 or KISS,104,683,MASTER,26,0.6517969325981541,0.6477472145208347,0.678483536338433,0.5967623023166451
584,Go Just Go!,419,737,MASTER,26,0.6545608514487532,0.6368544126562554,0.6638952240730587,0.5907599334083921
585,青空リレーション,211,623,MASTER,26,0.627938481153876,0.65696754436893,0.6700590826816011,0.5656682945709955
586,CINDERELLA NONSTOP \nMEDLEY -DJ KOO Mix-,711,1343,MASTER,27,0.6271024434551636,0.6773762561852105,0.6772178303047588,0.61844182865713
587,TRF×CG \n-DJ KOO Mix-,853,789,MASTER,25,0.6315562387077647,0.6681408372210105,0.6495339283948632,0.6258932664563291
588,TAKU INOUE \nSELECTION!!!! feat.DJ KOO,712,1585,MASTER,28,0.6385216010023028,0.6611181958520689,0.7032686757500485,0.6496185426314954
589,オヤマトペ♪,103,727,MASTER,26,0.6372247748934227,0.6415171646814369,0.6549796599256638,0.5928375623128166
590,ほほえみDiary,413,907,MASTER+,28,0.6547968128113112,0.6614433054180662,0.6490886485725695,0.5905995136331305
591,LOVE☆ハズカム,95,786,MASTER+,28,0.630177034269938,0.6728565499070635,0.6798043780340375,0.6296356450652391
592,不埒なCANVAS,412,916,MASTER+,29,0.6379107435968918,0.6488277741645769,0.648595496918456,0.6291616339930026
593,こいかぜ -花葉-,349,778,MASTER+,29,0.6857919014020324,0.6373862786924109,0.6729384309650145,0.6271764298346371
594,Athanasia,410,897,MASTER+,29,0.5988440586035422,0.6574317860164315,0.671505491116963,0.6099923306213795
595,炎の華,94,999,MASTER+,30,0.6622225061941387,0.6446162474531283,0.65370334873881,0.6167869997657254
596,ほほえみDiary,413,899,LEGACY,28,0.6534447258182863,0.6614126018665357,0.6480802152115447,0.5895439377085663
597,不埒なCANVAS,412,913,LEGACY,29,0.6382201921807164,0.648707013741621,0.6485516534222002,0.630607536529097
598,Athanasia,410,889,LEGACY,29,0.6010418910402172,0.6567264198358199,0.6741976401885944,0.6111736032995893
599,オレンジタイム,420,603,MASTER,25,0.6507650870940794,0.6615856885783836,0.6648789151170849,0.6280653470237457
600,Brand new!,424,731,MASTER,26,0.6607096079401586,0.6443131433671941,0.6721580269911044,0.6163712392428511
601,おかしな国の\nおかし屋さん,209,683,MASTER,26,0.6073538726727093,0.619295349054546,0.6806641537646799,0.617737765178654
602,survival dAnce \n〜no no cry more〜,850,541,MASTER,24,0.6258439191935082,0.6552090297715024,0.6718579987152762,0.634496139274524
603,CRAZY GONNA \nCRAZY,851,585,MASTER,25,0.6332060374613561,0.6442383463660052,0.6461780929866029,0.6258107534703274
604,Overnight Sensation \n〜時代はあなたに委ねてる〜,852,561,MASTER,25,0.6444924842922334,0.658398756020783,0.678373219049063,0.6270464343055078
605,THE VILLAIN'S \nNIGHT,426,762,MASTER,27,0.6497459094208986,0.6578433015022075,0.6687328977494852,0.5852459931870215
606,弾丸サバイバー,105,633,MASTER,26,0.6563364816868891,0.6502862648874539,0.6813216362475197,0.5838459211455073
607,Bloody Festa,210,832,MASTER,28,0.6389798145117312,0.6475893344244421,0.671883524277143,0.6117021276595749
608,さよならアンドロメダ,425,664,MASTER,26,0.6426770913440987,0.6624369819704343,0.6661753396564983,0.6059343758010757
609,いつかの、 \nいくつかのきみとのせかい,854,540,MASTER,25,0.6206987128972944,0.6975308641975302,0.6530076175466242,0.5751247701602311
610,碧いうさぎ,855,466,MASTER,24,0.6203390862326126,0.679390010044745,0.6504733205491132,0.6095333759474025
611,Sing the \nPrologue♪,421,872,MASTER+,28,0.6417951720996831,0.6829494436853425,0.654889713058756,0.6110514672392491
612,オウムアムアに幸運を,416,816,MASTER+,29,0.6138749826171618,0.6824502850785723,0.682189542483662,0.6166562369628719
613,ヒーローヴァーサス\nレイナンジョー,418,928,MASTER+,28,0.6482330643189056,0.6590853509415523,0.6623716067498178,0.6215608950843744
614,Sing the \nPrologue♪,421,859,LEGACY,28,0.6436644952484762,0.6794970235883737,0.6619935765651977,0.6086576012021249
615,オウムアムアに幸運を,416,812,LEGACY,29,0.6146280962862049,0.6808335953603764,0.6805715683191857,0.6146280962862049
616,ヒーローヴァーサス\nレイナンジョー,418,922,LEGACY,28,0.648374640390149,0.6581437208658347,0.660451377671114,0.6226058060645238
617,Shinobi 4.0 \n忍者のすゝめ,106,716,MASTER,26,0.6460240104600021,0.6739569713538577,0.6809897381037294,0.6223503308371954
618,ダイアモンド・\nアテンション,422,650,MASTER,26,0.6409165302782314,0.6571740316421157,0.6654664484451711,0.6118930714675388
619,Never ends,427,677,MASTER,26,0.6313837644174856,0.6606115842735469,0.6677352106183934,0.6066605906324305
620,君の知らない物語,856,577,MASTER,26,0.6234251508782275,0.6724682571874571,0.6138377767125132,0.5827402682006464
621,ハーモニクス,632,765,MASTER,26,0.6552635238492577,0.6578593612385867,0.6897510777360605,0.6201270106151215
622,ハーモニクス,632,993,MASTER+,30,0.6825080528236673,0.6734374665209673,0.6846507110054076,0.6050152485840613
623,プライスレス \nドーナッCyu♡,108,768,MASTER,27,0.639036643026006,0.6475325059101669,0.6473478132387724,0.6287861997635944
624,お願い ! シンデレラ \n～ゴージャス・トロピカル Ver.～,713,639,MASTER,26,0.6532813904704814,0.6549462258182656,0.6363000699230837,0.6361890808998981
625,太陽の絵の具箱,417,588,MASTER+,28,0.6009070294784576,0.6070584262073614,0.6386597192068308,0.6258744632604808
626,ニャンと☆\nスペクタクル,204,996,MASTER+,29,0.6444216582642635,0.6654988749323548,0.667706286137459,0.5994189524053678
627,Joker,415,999,MASTER+,29,0.6399307108526979,0.6600217238515121,0.6881349434540941,0.5625483639668051
628,Sparkling Girl,208,941,MASTER+,29,0.6389008222729722,0.6587228013053879,0.6459101152388074,0.5808668912655179
629,Go Just Go!,419,999,MASTER+,29,0.6211175714721828,0.6603766887454843,0.6556911521450539,0.5893127169722926
630,SUPERLOVE☆,205,999,MASTER+,29,0.6368070197857443,0.6567560468269702,0.6776279825925228,0.5975479025124427
631,太陽の絵の具箱,417,577,LEGACY,28,0.6022837616922943,0.6058482982410848,0.6397728529813039,0.6264980272133922
632,Joker,415,998,LEGACY,29,0.6262169729529993,0.6635966969399806,0.6906721243906269,0.5544422177688726
633,Go Just Go!,419,982,LEGACY,29,0.6205312648957851,0.6644422296370137,0.6544755961924582,0.5912091404139778
634,Snow＊Love,428,690,MASTER,26,0.5844382773152423,0.6567992599444958,0.6423065063213067,0.5853633466954458
635,あこがれステッチ,107,560,MASTER,25,0.6101823708206682,0.6643870314083073,0.6652735562310025,0.5858662613981762
636,エキストラ\nレボリューション,858,675,MASTER,26,0.6382978723404249,0.658471237194641,0.6489099028106116,0.6371421066456514
637,Wish you \nHappiness!!,430,760,MASTER,26,0.6522956326987692,0.6537887271369925,0.6722657708100056,0.6267263904441961
638,思い出じゃない今日を,109,571,MASTER,25,0.6345716734359275,0.6538237011091644,0.6703431829191036,0.6386704922308748
639,なんどでも笑おう,429,601,MASTER,25,0.6167026586894178,0.6784201272111485,0.6439621906751151,0.6165846520574448
640,初夢をあなたと,110,458,MASTER,24,0.6516151011180283,0.6508408436309583,0.6324135154386946,0.6263743070395495
641,オレンジタイム,420,831,MASTER+,28,0.6274590128956842,0.6532333085831836,0.6544281434826039,0.5983562485597981
642,Claw My Heart,98,993,MASTER+,30,0.627513159492334,0.6157285394927634,0.6928642340354125,0.5710184054337828
643,Brand new!,424,832,MASTER+,28,0.6364225313693411,0.6638707037643218,0.655772640480089,0.6301998090561934
644,あらかねの器,99,679,MASTER+,28,0.6349554518012506,0.6647238847282715,0.6808092835730475,0.5824167789511057
645,THE VILLAIN'S \nNIGHT,426,969,MASTER+,30,0.6448850536855296,0.6622312978942995,0.6527896712996519,0.5861859488102832
646,しゅがーはぁと☆\nレボリューション,97,956,MASTER+,29,0.6463841657022474,0.666266061307458,0.6994272827086869,0.6308050683996566
647,オレンジタイム,420,820,LEGACY,28,0.6303407714928229,0.6519633281439213,0.6581041342328332,0.6010205846739327
648,Brand new!,424,821,LEGACY,28,0.6325100854346468,0.6592030131045868,0.6573025457623912,0.6253401404618146
649,THE VILLAIN'S \nNIGHT,426,969,LEGACY,30,0.6448850536855296,0.6622312978942995,0.6527896712996519,0.5861859488102832
650,君のステージ\n衣装、本当は…,423,674,MASTER,26,0.6506092556348247,0.6680766883431191,0.66313108992571,0.6023107519414096
651,EVIL LIVE,431,767,MASTER,27,0.6396848733668076,0.6632638908152807,0.6394074731615318,0.5908624372382041
652,Milky Mode,111,646,MASTER,25,0.6377489405616661,0.6342357771776113,0.6553147574819391,0.6054717519706642
653,White again,432,518,MASTER,25,0.6555491661874637,0.6697883293627973,0.6901886689120724,0.6373394671267016
654,Never ends,427,994,MASTER+,29,0.6305207129300642,0.670976211881218,0.6776831199965766,0.6242419053327071
655,空と風と恋のワルツ,207,653,MASTER+,27,0.6262422208465014,0.6668621637179181,0.6488329912134924,0.6197256524714078
656,さよならアンドロメダ,425,900,MASTER+,29,0.6331757289204111,0.6636721828211202,0.6627265563435782,0.6013396375098521
657,Bloody Festa,210,997,MASTER+,30,0.6450557345796267,0.6619148224816301,0.6733676205922743,0.6084210077039636
658,ダイアモンド・\nアテンション,422,873,MASTER+,29,0.613682337744633,0.631555003127718,0.6707123881942928,0.625380809631744
659,NUDIE★,206,806,MASTER+,29,0.6293226334406853,0.628530700596591,0.6456012530137459,0.6173556482410304
660,Never ends,427,989,LEGACY,29,0.6321307431390701,0.6673407482305375,0.6802486930705863,0.624601108649042
661,さよならアンドロメダ,425,889,LEGACY,29,0.6341494547224165,0.6635872643579139,0.6631086007866046,0.6036745406824165
662,ダイアモンド・\nアテンション,422,865,LEGACY,29,0.6159963924076589,0.6282950026647004,0.6710121756241552,0.6260812528184339
663,泡沫のアイオーン,112,795,MASTER,27,0.6174227217984751,0.6585485525670206,0.6658637762612077,0.6144787903117905
664,躍るFLAGSHIP,433,553,MASTER,25,0.6472753388993622,0.6693342567298932,0.688443435548202,0.6202146897002806
665,徒花ネクロマンシー,859,686,MASTER,25,0.6391249508922107,0.6704505510410851,0.6667286975580508,0.6083162748382017
666,Just Us Justice,435,805,MASTER,27,0.6268446323950497,0.6655213426721305,0.6427910664728438,0.5843795427514206
667,Wish you \nHappiness!!,430,995,MASTER+,29,0.630457250792973,0.6234719697779694,0.677287144944583,0.6389393777397635
668,私色のプレリュード,102,527,MASTER+,26,0.651082670542479,0.6236289986138585,0.6681739270862769,0.6125936991131389
669,君のステージ\n衣装、本当は…,423,890,MASTER+,28,0.6392541238345698,0.6754323053629787,0.6695354211490966,0.6091322017690665
670,春恋フレーム,101,977,MASTER+,29,0.6271913586968371,0.6737225694520071,0.6451214820299522,0.5916214784003727
671,Snow＊Love,428,793,MASTER+,28,0.6278339727938624,0.6682586103583674,0.6541278742185628,0.5978732347759216
672,OTAHEN アンセム,100,999,MASTER+,29,0.614870189338276,0.6250221853058744,0.6580339204452698,0.5950631482546386
673,Wish you \nHappiness!!,430,985,LEGACY,29,0.6262015336429431,0.6204413723584277,0.6789070093962648,0.6350577816178862
674,君のステージ\n衣装、本当は…,423,885,LEGACY,28,0.6407821452899001,0.6748407260488055,0.6678687342228643,0.6102496293625048
675,Snow＊Love,428,790,LEGACY,28,0.6260885178202725,0.6695394559655278,0.6537391148217988,0.597719723494031
676,Life is \nHaRMONY,434,638,MASTER,26,0.6744258431712566,0.6577513950954881,0.6759821249916614,0.5967229151381751
677,満願成就♪\n巫女の神頼み !,113,745,MASTER,26,0.6216383454709891,0.6274453805511929,0.6547670046170703,0.6028844780808221
678,REVENGE,860,695,MASTER,26,0.6309505587019739,0.6800346956477376,0.6933006786060522,0.616051839379559
679,#HE4DSHOT,114,573,MASTER,26,0.6441152080006924,0.6635475845679694,0.6568638372136192,0.6050029086678296
680,大河よ共に\n泣いてくれ,861,708,MASTER,26,0.6479144127899985,0.6593340545738668,0.6534238890892338,0.6074448050647103
681,イケナイGO AHEAD,414,659,MASTER,26,0.6641268201336641,0.6485218308419155,0.6908167328533449,0.6214014356590141
682,Beat of the Night,115,514,MASTER,25,0.6330546126886885,0.6617545602560916,0.6560973590529015,0.5806220161713169
683,White again,432,786,MASTER+,28,0.6344179163734153,0.6746611805893933,0.6515619078555592,0.6408243552956897
684,オヤマトペ♪,103,925,MASTER+,29,0.6434349242859896,0.6511021659957836,0.6542457350968012,0.5875407322215843
685,弾丸サバイバー,105,870,MASTER+,28,0.6459607075894684,0.6423738485367261,0.6668297057145204,0.6091954022988518
686,White again,432,767,LEGACY,28,0.6382978723404263,0.668257094510251,0.6532774834253394,0.6465274117636189
687,とんで\nいっちゃいたいの,436,474,MASTER,24,0.6362031301433406,0.61061735045037,0.683185205135111,0.6372505012418833
688,Hungry Bambi,437,827,MASTER,27,0.6318660114744413,0.6526194825353551,0.6232044388415808,0.6339242069515567
